Percentage served,Time in ms
0,2.767
1,2.812
2,2.835
3,2.849
4,2.861
5,2.876
6,2.885
7,2.901
8,2.937
9,2.985
10,3.019
11,3.043
12,3.066
13,3.077
14,3.101
15,3.122
16,3.140
17,3.163
18,3.179
19,3.215
20,3.260
21,3.305
22,3.343
23,3.406
24,3.471
25,3.569
26,3.602
27,3.643
28,3.673
29,3.704
30,3.748
31,3.800
32,3.838
33,3.878
34,3.898
35,3.915
36,3.938
37,3.958
38,4.002
39,4.044
40,4.214
41,4.296
42,4.418
43,4.636
44,5.270
45,6.609
46,8.296
47,10.200
48,14.211
49,40.230
50,40.316
51,40.377
52,40.434
53,40.609
54,40.657
55,40.736
56,40.779
57,40.818
58,40.839
59,40.867
60,40.891
61,40.923
62,40.958
63,40.984
64,41.024
65,41.086
66,41.109
67,41.120
68,41.133
69,41.151
70,41.174
71,41.219
72,41.418
73,41.853
74,42.259
75,42.485
76,42.780
77,42.957
78,43.143
79,43.443
80,43.629
81,43.867
82,44.024
83,44.058
84,44.091
85,44.118
86,44.165
87,44.202
88,44.306
89,47.999
90,188.152
91,189.520
92,191.658
93,194.358
94,196.408
95,200.811
96,203.239
97,208.663
98,224.281
99,239.738
100,345.501
