Percentage served,Time in ms
0,2.779
1,2.815
2,2.835
3,2.848
4,2.867
5,2.887
6,2.902
7,2.914
8,2.929
9,2.975
10,3.001
11,3.029
12,3.062
13,3.081
14,3.118
15,3.132
16,3.163
17,3.188
18,3.248
19,3.294
20,3.340
21,3.370
22,3.406
23,3.471
24,3.540
25,3.621
26,3.668
27,3.689
28,3.726
29,3.806
30,3.841
31,3.866
32,3.902
33,3.939
34,3.985
35,4.038
36,4.095
37,4.133
38,4.185
39,4.246
40,4.380
41,4.562
42,4.662
43,4.837
44,5.129
45,5.842
46,6.462
47,7.062
48,9.118
49,13.975
50,40.327
51,40.391
52,40.515
53,40.572
54,40.624
55,40.713
56,40.800
57,40.831
58,40.883
59,40.928
60,40.992
61,41.040
62,41.068
63,41.086
64,41.109
65,41.140
66,41.169
67,41.193
68,41.330
69,41.801
70,42.125
71,42.513
72,42.737
73,42.953
74,43.059
75,43.340
76,43.471
77,43.670
78,43.841
79,43.925
80,44.030
81,44.110
82,44.169
83,44.217
84,44.492
85,44.844
86,45.177
87,46.050
88,47.384
89,48.089
90,190.040
91,192.038
92,193.572
93,195.062
94,196.655
95,198.450
96,201.923
97,207.680
98,219.966
99,229.108
100,370.042
