Percentage served,Time in ms
0,2.761
1,2.819
2,2.832
3,2.854
4,2.869
5,2.882
6,2.909
7,2.943
8,2.976
9,3.008
10,3.028
11,3.042
12,3.053
13,3.068
14,3.099
15,3.144
16,3.155
17,3.198
18,3.242
19,3.327
20,3.362
21,3.419
22,3.470
23,3.533
24,3.562
25,3.600
26,3.652
27,3.678
28,3.723
29,3.774
30,3.806
31,3.826
32,3.849
33,3.871
34,3.883
35,3.908
36,3.934
37,3.980
38,4.025
39,4.096
40,4.197
41,4.252
42,4.329
43,4.492
44,4.724
45,5.377
46,6.150
47,7.000
48,9.268
49,40.256
50,40.331
51,40.402
52,40.461
53,40.554
54,40.630
55,40.727
56,40.789
57,40.849
58,40.904
59,40.940
60,40.960
61,40.976
62,40.989
63,41.052
64,41.086
65,41.118
66,41.139
67,41.155
68,41.173
69,41.202
70,41.555
71,41.929
72,42.187
73,42.454
74,42.852
75,43.140
76,43.414
77,43.575
78,43.700
79,43.888
80,43.995
81,44.049
82,44.081
83,44.115
84,44.150
85,44.183
86,44.224
87,44.608
88,45.143
89,48.181
90,189.932
91,191.303
92,192.591
93,193.737
94,195.349
95,197.195
96,202.534
97,205.812
98,214.918
99,230.130
100,263.536
