Percentage served,Time in ms
0,2.777
1,2.820
2,2.833
3,2.845
4,2.864
5,2.874
6,2.885
7,2.907
8,2.945
9,2.995
10,3.025
11,3.048
12,3.066
13,3.081
14,3.109
15,3.132
16,3.158
17,3.192
18,3.220
19,3.275
20,3.299
21,3.322
22,3.353
23,3.390
24,3.425
25,3.447
26,3.493
27,3.551
28,3.572
29,3.595
30,3.637
31,3.654
32,3.689
33,3.741
34,3.785
35,3.815
36,3.854
37,3.876
38,3.904
39,3.955
40,4.039
41,4.144
42,4.261
43,4.449
44,4.865
45,5.270
46,5.873
47,6.850
48,9.991
49,40.255
50,40.339
51,40.401
52,40.431
53,40.495
54,40.545
55,40.618
56,40.669
57,40.700
58,40.731
59,40.780
60,40.817
61,40.860
62,40.894
63,40.931
64,40.965
65,40.998
66,41.071
67,41.091
68,41.114
69,41.144
70,41.167
71,41.188
72,41.265
73,41.512
74,41.688
75,42.015
76,42.187
77,42.493
78,42.732
79,43.050
80,43.242
81,43.636
82,43.877
83,44.078
84,44.129
85,44.169
86,44.208
87,44.327
88,45.107
89,47.082
90,188.089
91,189.321
92,190.905
93,192.366
94,196.373
95,200.864
96,203.554
97,210.467
98,218.257
99,238.556
100,379.272
