Percentage served,Time in ms
0,2.809
1,2.830
2,2.843
3,2.861
4,2.867
5,2.878
6,2.891
7,2.915
8,2.959
9,2.999
10,3.031
11,3.051
12,3.075
13,3.110
14,3.135
15,3.158
16,3.181
17,3.226
18,3.281
19,3.323
20,3.346
21,3.379
22,3.474
23,3.559
24,3.603
25,3.628
26,3.640
27,3.657
28,3.692
29,3.735
30,3.786
31,3.827
32,3.871
33,3.888
34,3.911
35,3.969
36,4.033
37,4.078
38,4.142
39,4.247
40,4.349
41,4.510
42,4.693
43,4.846
44,5.316
45,5.926
46,7.104
47,8.176
48,10.002
49,40.278
50,40.327
51,40.361
52,40.403
53,40.477
54,40.565
55,40.640
56,40.675
57,40.715
58,40.807
59,40.838
60,40.853
61,40.886
62,40.914
63,40.959
64,41.002
65,41.047
66,41.079
67,41.105
68,41.118
69,41.138
70,41.161
71,41.170
72,41.190
73,41.480
74,41.755
75,42.090
76,42.366
77,42.534
78,42.939
79,43.062
80,43.310
81,43.460
82,43.637
83,43.788
84,43.935
85,44.048
86,44.105
87,44.137
88,44.183
89,44.285
90,187.029
91,188.249
92,190.265
93,193.050
94,195.298
95,197.868
96,200.603
97,208.521
98,218.400
99,229.490
100,379.333
