Percentage served,Time in ms
0,3.006
1,4.829
2,5.089
3,5.399
4,5.695
5,6.050
6,6.241
7,6.555
8,6.945
9,7.347
10,7.872
11,8.561
12,10.790
13,12.328
14,13.060
15,13.427
16,13.762
17,14.421
18,14.888
19,15.265
20,15.701
21,16.421
22,17.140
23,18.452
24,19.478
25,20.089
26,20.518
27,20.798
28,21.063
29,21.413
30,21.915
31,22.422
32,22.985
33,23.319
34,24.290
35,25.031
36,26.376
37,26.898
38,27.472
39,27.988
40,28.425
41,28.856
42,29.358
43,29.904
44,30.923
45,31.423
46,32.167
47,33.062
48,34.247
49,35.254
50,36.038
51,36.547
52,37.055
53,37.888
54,38.667
55,39.602
56,41.333
57,42.532
58,43.350
59,44.334
60,45.075
61,46.147
62,47.282
63,47.695
64,49.203
65,50.167
66,51.045
67,52.202
68,52.885
69,53.796
70,54.529
71,56.222
72,57.580
73,59.258
74,59.938
75,61.155
76,62.543
77,64.259
78,67.182
79,69.605
80,72.419
81,75.314
82,78.067
83,82.140
84,86.927
85,92.803
86,101.205
87,105.743
88,122.287
89,155.354
90,316.137
91,361.884
92,386.519
93,397.608
94,407.891
95,429.918
96,445.354
97,463.426
98,480.776
99,526.312
100,578.292
