Percentage served,Time in ms
0,3.355
1,4.781
2,5.306
3,5.671
4,6.144
5,6.378
6,6.702
7,7.065
8,7.485
9,7.968
10,8.510
11,9.424
12,10.957
13,11.474
14,12.035
15,12.840
16,13.094
17,13.631
18,13.833
19,14.427
20,14.806
21,15.132
22,15.499
23,16.192
24,16.720
25,18.436
26,19.370
27,19.796
28,20.524
29,21.044
30,21.456
31,22.076
32,22.428
33,22.942
34,23.303
35,24.185
36,24.978
37,25.560
38,26.229
39,27.213
40,28.057
41,28.665
42,29.098
43,29.696
44,30.413
45,31.234
46,32.143
47,32.499
48,33.237
49,34.683
50,35.562
51,36.476
52,37.174
53,38.013
54,38.699
55,40.411
56,41.272
57,41.950
58,42.827
59,43.604
60,44.427
61,45.750
62,46.453
63,47.006
64,48.174
65,49.696
66,50.970
67,51.865
68,53.293
69,54.384
70,55.240
71,56.221
72,57.145
73,58.826
74,59.994
75,62.095
76,64.306
77,66.223
78,67.737
79,70.183
80,72.982
81,74.507
82,78.111
83,82.098
84,86.569
85,92.183
86,100.606
87,106.531
88,122.921
89,147.821
90,336.124
91,360.960
92,374.802
93,387.943
94,401.007
95,412.795
96,423.448
97,446.236
98,475.629
99,495.361
100,562.203
