Percentage served,Time in ms
0,3.140
1,4.513
2,4.904
3,5.351
4,5.632
5,6.033
6,6.364
7,6.753
8,7.086
9,7.348
10,8.026
11,8.624
12,9.125
13,10.217
14,11.371
15,12.045
16,12.844
17,13.142
18,13.461
19,13.678
20,14.197
21,14.506
22,15.095
23,15.822
24,16.378
25,17.585
26,18.898
27,20.021
28,20.814
29,21.264
30,21.569
31,21.857
32,22.180
33,22.684
34,23.352
35,24.182
36,24.965
37,26.243
38,27.135
39,27.773
40,28.411
41,28.938
42,29.639
43,30.099
44,31.125
45,31.601
46,32.578
47,33.435
48,34.425
49,35.078
50,35.570
51,36.329
52,36.919
53,37.439
54,37.848
55,38.411
56,39.375
57,40.468
58,41.308
59,42.815
60,43.589
61,44.452
62,45.255
63,46.279
64,48.404
65,49.420
66,50.542
67,51.397
68,53.121
69,54.258
70,55.018
71,56.002
72,57.532
73,59.661
74,60.526
75,62.452
76,63.492
77,66.443
78,68.576
79,72.646
80,74.562
81,76.146
82,77.712
83,80.000
84,83.976
85,87.506
86,93.710
87,102.108
88,117.594
89,132.476
90,311.187
91,359.686
92,379.933
93,394.775
94,403.371
95,421.840
96,432.870
97,450.306
98,468.746
99,493.610
100,622.857
