Percentage served,Time in ms
0,3.094
1,4.859
2,5.468
3,5.847
4,6.180
5,6.464
6,6.683
7,7.263
8,7.514
9,8.142
10,9.208
11,10.205
12,11.529
13,12.189
14,12.690
15,12.867
16,13.494
17,13.780
18,14.020
19,14.434
20,14.762
21,15.050
22,15.650
23,16.332
24,16.823
25,17.991
26,18.742
27,19.470
28,19.872
29,20.421
30,20.715
31,21.258
32,21.844
33,22.360
34,22.946
35,23.864
36,24.886
37,26.051
38,26.802
39,27.235
40,27.558
41,27.931
42,28.481
43,28.976
44,29.447
45,29.883
46,30.616
47,31.807
48,33.183
49,33.907
50,35.037
51,35.419
52,36.047
53,36.665
54,37.144
55,37.653
56,38.814
57,40.201
58,41.015
59,42.317
60,43.124
61,44.106
62,44.936
63,45.757
64,46.315
65,47.252
66,47.984
67,49.031
68,50.254
69,51.319
70,53.347
71,55.336
72,56.079
73,57.549
74,59.479
75,61.179
76,62.682
77,65.053
78,67.634
79,69.925
80,72.935
81,75.761
82,80.399
83,82.192
84,87.964
85,92.372
86,96.679
87,102.671
88,111.622
89,163.942
90,343.603
91,360.187
92,375.442
93,387.080
94,401.847
95,412.573
96,422.404
97,435.778
98,459.027
99,493.789
100,646.715
