Percentage served,Time in ms
0,2.722
1,2.760
2,2.779
3,2.797
4,2.806
5,2.827
6,2.843
7,2.871
8,2.902
9,2.930
10,2.951
11,2.973
12,2.991
13,3.005
14,3.025
15,3.043
16,3.051
17,3.072
18,3.103
19,3.142
20,3.180
21,3.222
22,3.272
23,3.307
24,3.340
25,3.381
26,3.446
27,3.489
28,3.515
29,3.544
30,3.562
31,3.584
32,3.612
33,3.637
34,3.683
35,3.718
36,3.741
37,3.795
38,3.863
39,3.919
40,4.010
41,4.112
42,4.228
43,4.400
44,4.647
45,4.946
46,5.417
47,6.430
48,7.704
49,13.384
50,40.289
51,40.335
52,40.378
53,40.414
54,40.444
55,40.494
56,40.536
57,40.602
58,40.673
59,40.695
60,40.732
61,40.776
62,40.846
63,40.897
64,40.925
65,40.958
66,40.979
67,40.992
68,41.018
69,41.038
70,41.061
71,41.109
72,41.143
73,41.169
74,41.186
75,41.201
76,41.222
77,41.244
78,41.300
79,41.515
80,41.882
81,42.340
82,42.593
83,42.914
84,43.204
85,43.490
86,43.881
87,44.091
88,44.198
89,44.735
90,187.104
91,187.415
92,187.897
93,188.705
94,190.864
95,193.472
96,195.632
97,201.697
98,212.234
99,235.928
100,371.090
