Percentage served,Time in ms
0,2.743
1,2.794
2,2.804
3,2.812
4,2.826
5,2.835
6,2.848
7,2.864
8,2.878
9,2.920
10,2.961
11,2.985
12,3.002
13,3.015
14,3.031
15,3.049
16,3.062
17,3.087
18,3.116
19,3.135
20,3.166
21,3.212
22,3.234
23,3.271
24,3.304
25,3.329
26,3.377
27,3.442
28,3.492
29,3.516
30,3.546
31,3.565
32,3.577
33,3.595
34,3.616
35,3.650
36,3.693
37,3.741
38,3.818
39,3.856
40,3.915
41,3.958
42,4.045
43,4.135
44,4.539
45,4.869
46,5.637
47,6.670
48,9.473
49,40.245
50,40.356
51,40.394
52,40.431
53,40.457
54,40.509
55,40.628
56,40.688
57,40.730
58,40.775
59,40.816
60,40.849
61,40.885
62,40.917
63,40.951
64,40.970
65,41.000
66,41.027
67,41.073
68,41.109
69,41.136
70,41.162
71,41.175
72,41.184
73,41.204
74,41.286
75,41.560
76,41.739
77,42.115
78,42.409
79,42.668
80,43.060
81,43.311
82,43.835
83,44.027
84,44.141
85,44.227
86,44.597
87,45.084
88,45.883
89,47.739
90,187.091
91,187.703
92,190.795
93,192.395
94,195.679
95,197.575
96,199.275
97,203.560
98,215.374
99,234.007
100,345.626
