Percentage served,Time in ms
0,2.721
1,2.762
2,2.773
3,2.786
4,2.798
5,2.810
6,2.825
7,2.833
8,2.853
9,2.879
10,2.900
11,2.923
12,2.941
13,2.976
14,2.990
15,3.003
16,3.013
17,3.033
18,3.061
19,3.084
20,3.099
21,3.127
22,3.160
23,3.197
24,3.240
25,3.303
26,3.383
27,3.475
28,3.527
29,3.559
30,3.584
31,3.614
32,3.666
33,3.707
34,3.757
35,3.772
36,3.799
37,3.824
38,3.862
39,3.931
40,4.048
41,4.148
42,4.225
43,4.353
44,4.525
45,4.770
46,5.348
47,6.726
48,9.310
49,40.226
50,40.287
51,40.324
52,40.400
53,40.442
54,40.509
55,40.634
56,40.727
57,40.804
58,40.853
59,40.876
60,40.922
61,40.953
62,40.978
63,41.003
64,41.027
65,41.062
66,41.074
67,41.093
68,41.116
69,41.144
70,41.169
71,41.188
72,41.201
73,41.213
74,41.228
75,41.260
76,41.468
77,41.815
78,42.216
79,42.679
80,42.937
81,43.137
82,43.304
83,43.610
84,43.785
85,44.014
86,44.181
87,44.236
88,44.807
89,47.035
90,187.156
91,188.028
92,189.242
93,190.421
94,192.267
95,195.778
96,199.458
97,206.112
98,214.982
99,231.936
100,342.780
