Percentage served,Time in ms
0,4.681
1,5.256
2,5.410
3,5.658
4,5.748
5,5.792
6,5.888
7,5.937
8,5.971
9,6.018
10,6.055
11,6.100
12,6.123
13,6.163
14,6.207
15,6.256
16,6.303
17,6.369
18,6.404
19,6.478
20,6.514
21,6.553
22,6.624
23,6.720
24,6.788
25,6.885
26,7.066
27,7.280
28,7.483
29,7.672
30,7.892
31,8.223
32,8.379
33,8.616
34,8.883
35,9.260
36,9.608
37,9.778
38,10.049
39,10.270
40,10.734
41,11.090
42,11.622
43,12.732
44,14.099
45,15.116
46,17.011
47,20.338
48,23.781
49,34.214
50,40.365
51,40.535
52,40.651
53,40.828
54,40.936
55,41.074
56,41.190
57,41.261
58,41.337
59,41.426
60,41.492
61,41.523
62,41.571
63,41.622
64,41.675
65,41.731
66,41.785
67,41.832
68,41.874
69,41.904
70,41.959
71,42.008
72,42.041
73,42.083
74,42.136
75,42.213
76,42.251
77,42.315
78,42.380
79,42.517
80,42.711
81,42.863
82,43.165
83,43.331
84,43.478
85,43.574
86,43.750
87,43.910
88,44.176
89,45.608
90,218.099
91,222.360
92,226.112
93,231.012
94,237.996
95,242.871
96,250.716
97,255.928
98,267.859
99,283.419
100,374.969
