Percentage served,Time in ms
0,2.725
1,2.749
2,2.756
3,2.772
4,2.781
5,2.792
6,2.808
7,2.846
8,2.872
9,2.902
10,2.951
11,2.971
12,2.990
13,3.017
14,3.036
15,3.066
16,3.095
17,3.145
18,3.172
19,3.194
20,3.228
21,3.261
22,3.292
23,3.355
24,3.431
25,3.483
26,3.515
27,3.542
28,3.570
29,3.619
30,3.669
31,3.701
32,3.729
33,3.746
34,3.774
35,3.796
36,3.821
37,3.842
38,3.887
39,3.919
40,3.970
41,4.095
42,4.167
43,4.282
44,4.423
45,4.761
46,5.263
47,6.235
48,7.393
49,14.685
50,40.264
51,40.297
52,40.321
53,40.368
54,40.442
55,40.496
56,40.571
57,40.716
58,40.762
59,40.804
60,40.835
61,40.899
62,40.923
63,40.962
64,40.991
65,41.021
66,41.065
67,41.108
68,41.144
69,41.174
70,41.200
71,41.216
72,41.231
73,41.244
74,41.258
75,41.595
76,41.999
77,42.153
78,42.464
79,42.977
80,43.236
81,43.481
82,43.785
83,44.026
84,44.093
85,44.137
86,44.187
87,44.209
88,44.233
89,46.104
90,187.325
91,187.742
92,189.466
93,191.286
94,192.811
95,194.836
96,196.138
97,199.562
98,212.960
99,225.034
100,251.584
