Percentage served,Time in ms
0,2.636
1,4.069
2,4.408
3,4.853
4,5.103
5,5.581
6,5.864
7,6.866
8,8.120
9,9.022
10,9.450
11,9.806
12,10.135
13,10.452
14,10.692
15,11.011
16,11.269
17,11.629
18,11.955
19,12.295
20,12.833
21,13.107
22,14.130
23,15.290
24,15.550
25,16.110
26,16.397
27,16.690
28,17.000
29,17.367
30,17.886
31,18.217
32,18.769
33,19.299
34,19.953
35,20.846
36,21.319
37,21.627
38,22.071
39,22.332
40,22.865
41,23.152
42,23.477
43,23.914
44,24.515
45,25.183
46,25.520
47,26.307
48,27.158
49,27.560
50,28.100
51,28.512
52,29.190
53,29.553
54,29.965
55,30.699
56,31.455
57,32.501
58,33.503
59,34.051
60,34.679
61,34.939
62,35.497
63,35.902
64,36.482
65,37.478
66,38.469
67,39.275
68,39.868
69,41.514
70,42.343
71,43.598
72,44.173
73,46.010
74,47.048
75,49.028
76,50.835
77,52.448
78,54.191
79,56.126
80,58.052
81,59.424
82,62.410
83,64.860
84,67.340
85,70.304
86,73.667
87,79.356
88,93.035
89,111.967
90,258.609
91,287.389
92,300.234
93,308.224
94,323.886
95,329.335
96,348.958
97,361.747
98,379.552
99,407.403
100,484.189
