Percentage served,Time in ms
0,2.816
1,3.762
2,4.115
3,4.498
4,4.845
5,5.270
6,5.474
7,5.967
8,6.298
9,6.956
10,7.902
11,8.923
12,9.448
13,9.702
14,9.933
15,10.289
16,10.746
17,10.924
18,11.463
19,12.033
20,12.439
21,13.095
22,14.109
23,14.528
24,14.850
25,15.278
26,15.774
27,16.182
28,16.579
29,16.866
30,17.273
31,17.493
32,17.959
33,18.317
34,18.994
35,20.122
36,20.679
37,21.203
38,21.804
39,22.388
40,22.758
41,22.970
42,23.308
43,24.017
44,24.670
45,25.423
46,26.220
47,26.729
48,27.338
49,28.060
50,28.484
51,28.882
52,29.414
53,29.806
54,30.413
55,31.059
56,31.738
57,32.606
58,33.819
59,34.369
60,34.688
61,35.411
62,35.910
63,36.323
64,37.109
65,38.021
66,38.755
67,39.498
68,40.108
69,41.299
70,42.345
71,43.166
72,44.629
73,45.901
74,46.700
75,47.979
76,49.939
77,50.917
78,52.701
79,54.009
80,56.525
81,57.734
82,63.616
83,65.236
84,67.189
85,70.486
86,77.788
87,83.725
88,91.800
89,117.043
90,258.116
91,279.085
92,295.483
93,311.431
94,320.046
95,334.269
96,341.883
97,351.757
98,364.502
99,405.031
100,514.143
