Percentage served,Time in ms
0,2.801
1,4.009
2,4.249
3,4.867
4,5.281
5,5.503
6,6.003
7,6.740
8,7.605
9,9.032
10,9.675
11,10.277
12,10.615
13,10.805
14,11.136
15,11.402
16,11.674
17,12.129
18,12.858
19,13.368
20,13.729
21,14.515
22,14.893
23,15.488
24,15.912
25,16.155
26,16.382
27,16.859
28,17.125
29,17.341
30,17.611
31,18.012
32,18.655
33,18.941
34,19.645
35,20.103
36,20.903
37,21.414
38,21.834
39,22.174
40,22.407
41,22.839
42,23.204
43,23.640
44,24.512
45,25.283
46,25.963
47,27.013
48,27.541
49,27.991
50,28.700
51,29.217
52,29.822
53,30.294
54,30.581
55,31.114
56,31.681
57,32.705
58,33.561
59,33.989
60,34.576
61,35.077
62,35.740
63,36.355
64,37.131
65,38.135
66,39.035
67,39.621
68,40.717
69,41.908
70,42.891
71,43.798
72,44.434
73,45.493
74,46.698
75,47.588
76,49.073
77,49.681
78,51.593
79,52.948
80,54.360
81,56.889
82,59.494
83,61.598
84,63.028
85,65.229
86,73.301
87,79.626
88,87.889
89,118.316
90,253.311
91,292.557
92,306.546
93,314.419
94,323.242
95,331.164
96,340.723
97,354.266
98,369.470
99,400.421
100,466.506
