Percentage served,Time in ms
0,2.596
1,4.247
2,4.728
3,5.107
4,5.505
5,6.130
6,6.841
7,7.795
8,8.948
9,9.420
10,9.733
11,10.170
12,10.433
13,10.713
14,10.914
15,11.232
16,11.436
17,11.758
18,12.128
19,12.848
20,14.184
21,14.969
22,15.447
23,15.954
24,16.226
25,16.381
26,16.587
27,16.714
28,17.114
29,17.381
30,17.653
31,18.335
32,18.588
33,18.945
34,19.579
35,20.174
36,20.777
37,21.147
38,21.501
39,22.049
40,22.275
41,22.444
42,22.957
43,23.290
44,23.799
45,24.388
46,25.393
47,25.965
48,26.436
49,26.839
50,27.266
51,28.096
52,28.324
53,29.113
54,29.585
55,30.490
56,30.853
57,31.893
58,33.106
59,33.638
60,34.125
61,34.917
62,35.479
63,36.368
64,36.790
65,37.501
66,38.248
67,39.481
68,40.474
69,40.923
70,41.948
71,43.176
72,44.101
73,45.284
74,46.774
75,47.675
76,48.784
77,51.019
78,53.198
79,54.961
80,57.152
81,59.717
82,61.347
83,65.258
84,68.290
85,71.402
86,77.383
87,85.627
88,91.723
89,117.994
90,265.661
91,286.276
92,298.002
93,306.328
94,319.600
95,326.039
96,332.523
97,352.703
98,368.665
99,396.596
100,489.508
