Percentage served,Time in ms
0,2.688
1,3.956
2,4.251
3,4.614
4,4.974
5,5.246
6,5.550
7,6.177
8,7.120
9,8.029
10,9.241
11,9.736
12,10.241
13,10.692
14,11.031
15,11.253
16,11.490
17,11.984
18,12.355
19,13.074
20,13.617
21,14.441
22,14.794
23,14.979
24,15.348
25,15.903
26,16.167
27,16.549
28,16.815
29,17.328
30,17.817
31,18.429
32,18.982
33,19.242
34,20.128
35,20.545
36,20.983
37,21.668
38,22.144
39,22.384
40,22.876
41,23.143
42,23.514
43,23.876
44,24.366
45,25.241
46,25.963
47,26.790
48,27.919
49,28.391
50,28.583
51,28.874
52,29.398
53,30.095
54,30.777
55,31.402
56,32.297
57,32.992
58,33.948
59,34.411
60,35.221
61,36.104
62,36.987
63,37.932
64,38.786
65,39.646
66,40.194
67,41.094
68,41.646
69,42.429
70,43.417
71,44.374
72,45.224
73,45.841
74,46.440
75,47.818
76,48.940
77,49.880
78,52.061
79,53.222
80,54.656
81,55.922
82,58.841
83,61.228
84,62.599
85,66.811
86,71.853
87,77.291
88,82.221
89,112.576
90,267.734
91,286.565
92,296.135
93,302.014
94,319.235
95,326.118
96,336.585
97,357.778
98,371.928
99,394.666
100,459.517
