Percentage served,Time in ms
0,3.163
1,5.123
2,5.815
3,6.175
4,6.478
5,6.787
6,7.182
7,7.721
8,8.258
9,9.005
10,9.925
11,11.179
12,12.083
13,12.795
14,13.339
15,13.625
16,13.942
17,14.350
18,14.611
19,14.809
20,15.046
21,15.414
22,15.812
23,16.237
24,16.749
25,17.632
26,18.096
27,18.879
28,20.104
29,20.734
30,21.286
31,22.079
32,22.560
33,22.855
34,23.685
35,24.440
36,24.980
37,25.931
38,26.790
39,27.587
40,28.361
41,29.104
42,29.900
43,30.374
44,31.403
45,32.067
46,32.887
47,33.810
48,34.363
49,35.202
50,36.230
51,37.151
52,37.706
53,38.188
54,38.794
55,39.876
56,40.723
57,41.673
58,42.889
59,44.115
60,45.202
61,46.433
62,47.286
63,48.313
64,50.049
65,51.376
66,52.268
67,53.337
68,54.338
69,56.150
70,57.743
71,59.096
72,60.776
73,61.968
74,63.552
75,65.009
76,67.569
77,69.165
78,71.350
79,74.202
80,77.227
81,79.806
82,83.378
83,87.844
84,90.529
85,95.102
86,101.010
87,107.606
88,117.212
89,136.451
90,335.308
91,368.454
92,397.640
93,420.248
94,435.943
95,452.929
96,464.557
97,482.540
98,508.471
99,548.853
100,713.013
