Percentage served,Time in ms
0,3.039
1,4.510
2,5.071
3,5.548
4,5.887
5,6.095
6,6.435
7,6.749
8,7.301
9,7.708
10,8.470
11,10.385
12,11.100
13,12.034
14,12.687
15,13.129
16,13.469
17,13.865
18,14.236
19,14.568
20,14.779
21,15.279
22,15.857
23,17.011
24,18.490
25,19.422
26,19.754
27,20.224
28,20.762
29,21.224
30,21.662
31,22.088
32,22.713
33,23.376
34,23.968
35,24.782
36,25.895
37,26.705
38,27.415
39,27.887
40,28.335
41,28.902
42,29.195
43,29.991
44,30.380
45,31.036
46,31.589
47,32.634
48,33.668
49,34.264
50,35.139
51,35.803
52,36.633
53,37.194
54,37.631
55,38.499
56,39.317
57,40.370
58,41.415
59,42.342
60,43.799
61,44.299
62,44.758
63,45.694
64,46.442
65,47.932
66,49.016
67,50.148
68,51.300
69,52.667
70,54.077
71,55.780
72,57.122
73,59.209
74,60.067
75,62.658
76,65.320
77,67.567
78,69.289
79,72.499
80,74.458
81,76.207
82,78.658
83,82.843
84,88.186
85,90.738
86,97.861
87,104.172
88,118.753
89,147.485
90,300.504
91,356.328
92,372.243
93,388.505
94,401.018
95,412.401
96,420.629
97,437.044
98,468.617
99,502.274
100,588.849
