Percentage served,Time in ms
0,2.846
1,4.564
2,5.026
3,5.817
4,6.089
5,6.508
6,6.914
7,8.104
8,8.691
9,9.852
10,11.369
11,12.163
12,12.603
13,12.735
14,13.193
15,13.619
16,13.942
17,14.480
18,14.748
19,15.450
20,16.119
21,16.849
22,17.518
23,18.546
24,19.015
25,19.757
26,20.062
27,20.488
28,21.050
29,21.492
30,21.966
31,22.434
32,22.838
33,23.497
34,24.357
35,25.213
36,25.824
37,26.781
38,27.288
39,27.846
40,28.321
41,29.090
42,29.713
43,30.126
44,30.577
45,31.417
46,32.020
47,32.567
48,33.428
49,34.610
50,35.181
51,35.984
52,36.712
53,37.227
54,38.126
55,39.468
56,40.615
57,41.887
58,43.183
59,44.106
60,44.637
61,45.463
62,46.506
63,47.319
64,48.436
65,49.132
66,50.057
67,51.541
68,52.271
69,53.354
70,54.917
71,56.648
72,57.702
73,58.720
74,60.610
75,61.786
76,63.462
77,64.877
78,66.393
79,69.011
80,71.352
81,74.150
82,75.945
83,79.950
84,82.471
85,87.590
86,95.314
87,99.158
88,121.895
89,142.808
90,306.565
91,336.832
92,365.649
93,381.687
94,395.174
95,414.006
96,430.940
97,445.451
98,474.230
99,507.955
100,623.814
