Percentage served,Time in ms
0,3.008
1,5.241
2,5.686
3,6.007
4,6.410
5,6.902
6,7.398
7,7.715
8,8.953
9,10.140
10,11.251
11,12.273
12,12.502
13,12.913
14,13.405
15,13.695
16,14.038
17,14.325
18,14.665
19,14.905
20,15.218
21,15.654
22,16.193
23,17.185
24,18.067
25,18.629
26,19.320
27,20.077
28,20.403
29,20.915
30,21.368
31,21.870
32,22.292
33,22.892
34,23.373
35,23.974
36,24.492
37,26.100
38,26.715
39,27.136
40,27.758
41,28.155
42,28.647
43,28.904
44,29.516
45,29.930
46,30.599
47,31.122
48,32.380
49,33.546
50,34.593
51,35.755
52,36.222
53,36.683
54,37.292
55,37.921
56,38.778
57,39.825
58,40.613
59,41.531
60,42.472
61,43.286
62,44.062
63,44.965
64,45.728
65,46.676
66,47.684
67,48.711
68,49.679
69,50.688
70,51.844
71,52.634
72,53.707
73,55.479
74,56.926
75,58.403
76,59.712
77,61.353
78,64.191
79,65.507
80,68.134
81,72.306
82,74.331
83,77.252
84,82.479
85,87.877
86,97.593
87,104.460
88,117.742
89,141.887
90,332.780
91,359.347
92,376.577
93,392.038
94,402.865
95,413.210
96,419.861
97,431.211
98,451.146
99,488.118
100,547.520
